Lat_Val,Lng_Val,City,Country,Temperature,Humidity,Cloudiness,Wind Speed
3.039085849672915,153.1814868210376,kavieng,pg,79.33,100,44,8.55
70.5398467433958,-152.3729030715641,barrow,us,71.14,55,56,8.43
-33.03593019590899,-71.0459519627862,llaillay,cl,60.73,88,90,1.95
73.14126190731238,4.484253964182955,sorland,no,40.27,98,92,29.68
-47.56146059834913,164.38410759605574,tuatapere,nz,59.76,95,64,3.96
70.2856546026357,120.69457932839089,zhigansk,ru,-17.33,51,24,10.78
6.526416706103305,-139.4717865762243,atuona,pf,79.15,100,92,12.01
65.31420734772453,-134.31563996678648,mayo,ca,44.6,45,20,2.24
41.75296043559831,48.85509110617036,xudat,az,33.03,91,12,2.06
66.82207493546377,109.55195186340131,aykhal,ru,-24.4,35,0,2.73
82.67786048969737,158.40726080705696,cherskiy,ru,-18.28,53,0,2.39
-61.45554307710725,148.21536994657293,hobart,au,62.6,82,75,11.41
57.17011068225321,-140.8946617472263,haines junction,ca,27.54,90,20,1.16
9.958269717238053,81.81914740759822,mullaitivu,lk,,,,
-14.633194853105792,60.33175574262259,grand gaube,mu,78.8,94,90,19.46
26.826976624594863,7.790778272951172,gat,ly,77,57,24,6.93
65.05693076567331,178.08068356588467,anadyr,ru,6.8,84,90,24.61
29.080968009566448,44.811547789047296,buraydah,sa,64.4,42,0,10.29
45.481184858789476,97.14737069597976,hami,cn,39.28,65,0,10.22
10.849884074673184,149.24126823909018,lorengau,pg,82.93,99,24,7.65
33.555094157687805,136.43478274663482,kumano,jp,47.7,56,75,3.36
-55.78035326918764,-150.96850955958382,mataura,pf,65.34,71,32,4.74
-50.27072769001142,-63.18117510139011,comodoro rivadavia,ar,55.4,76,0,7.09
22.226282857025325,92.51450802961637,bandarban,bd,71.6,100,40,2.17
86.11373886403584,31.681130821973056,berlevag,no,31.72,100,88,13.69
42.10105820052905,-7.680153231305724,verin,es,32.76,92,88,3.18
-42.611100619354026,124.2450295075057,esperance,au,77,78,20,5.82
56.04669893492971,-74.11704597271817,chapais,ca,1.4,49,1,5.82
-13.013708144922077,-93.09840302345931,puerto ayora,ec,82.4,78,20,10.29
66.94510109328439,104.90652512656368,tura,ru,64.12,61,0,6.64
49.884181573681786,-25.449986519088668,lagoa,pt,57.2,100,75,19.46
-5.385417355733836,154.45385117699658,panguna,pg,78.93,94,88,3.4
-27.346029717044274,39.81884626111702,toliary,mg,,,,
10.709990281071498,127.06987343127321,sapao,ph,,,,
-77.19816229791125,51.76700506712106,port alfred,za,67.99,88,56,20.85
-4.915788556243413,135.13644023215068,nabire,id,76.45,76,8,1.95
-13.389800567486901,97.06513385780613,bengkulu,id,,,,
-3.8116386932330215,123.30389334870063,kendari,id,75.01,100,24,3.62
80.15162928800203,177.05993584640572,leningradskiy,ru,-19.49,100,12,6.31
-31.344022711625406,27.063873730519333,dordrecht,za,28.99,54,88,23.04
24.0391010636784,112.71387634161414,qingyuan,cn,55.71,85,56,2.62
45.04300136569529,8.090905040024154,asti,it,41,100,40,2.24
4.733343961603296,158.94106082878176,namatanai,pg,80.73,100,48,16.49
8.022251444334046,101.88263764947538,yaring,th,73.4,94,20,4.7
-9.216967300431861,-166.5814619857508,samusu,ws,,,,
24.12839157750875,115.30624107319926,yuancheng,cn,,,,
42.43445172344471,24.345503365984484,strelca,bg,,,,
-13.050920481873604,-28.073635518307555,maragogi,br,76.63,93,44,7.09
56.89897169991269,-157.3311396612006,kodiak,us,42.8,75,90,5.82
-29.616851902905132,64.66858471880448,mahebourg,mu,78.8,94,90,19.46
68.96272447770639,113.90237743498972,udachnyy,ru,-22.6,64,0,2.73
38.326259898181945,117.11544310973358,cangzhou,cn,33.66,100,36,4.74
-37.3920163196827,-73.26944873142936,curanilahue,cl,51.97,100,88,3.06
69.22324039223443,17.359934680909817,moen,no,32.77,91,90,8.05
53.57214003322187,149.22761774187398,vostok,ru,28.3,76,88,6.42
32.32470196665625,1.4325232748739722,aflu,dz,,,,
28.13589848445092,-154.63559408912934,kailua,us,82.89,78,1,8.05
84.44411269659378,-40.57811597496547,ilulissat,gl,14,61,0,1.12
73.48017935053971,-146.57801030411758,college,us,33.87,86,1,3.36
-12.900821121193204,7.935600589300407,namibe,ao,77.08,100,56,4.41
-53.992132750217195,135.12585476810676,new norfolk,au,62.6,82,75,11.41
10.182446038170198,-75.76606775752367,cartagena,co,48.46,94,92,3.62
0.6312630335009572,-37.52250220101115,trairi,br,82.66,100,8,11.9
41.133144359757836,-17.177099743358866,peniche,pt,47.43,93,75,2.24
46.67175809753647,22.68184979178386,budureasa,ro,32,100,92,18.34
69.60683072957463,20.993442702639157,sorkjosen,no,,,,
-21.512395071508905,169.29829193540894,tadine,nc,80.73,97,76,12.57
42.87208430929189,38.42371170380446,shepsi,ru,54.22,82,0,25.21
72.01762970299927,87.64358582555451,kayerkan,ru,-21.25,62,64,3.18
64.79234000623444,-176.81305638923814,egvekinot,ru,-16.07,68,0,4.41
-7.825875324018796,57.69440479864724,victoria,sc,80.6,94,75,5.75
-0.602980822246522,19.36867233638739,mbandaka,cd,76.59,86,32,4.41
60.06612665842647,-144.45845791456904,palmer,us,64.4,55,75,20.8
-20.997548353306584,97.13487844489731,palabuhanratu,id,,,,
19.605611960007764,50.13308549543959,salalah,om,73.4,78,0,4.7
22.103360187118625,-57.79013545143033,codrington,ag,78.66,83,0,3.4
26.022789620124243,163.57958566055368,sentyabrskiy,ru,,,,
53.40109579138098,129.3381187906191,fevralsk,ru,,,,
2.7751181324484975,174.8514994767034,rawannawi,ki,,,,
29.05027511642703,119.98179641276272,choucheng,cn,,,,
2.3962487641201307,-106.04952726306232,acapulco,mx,80.6,78,40,9.17
-49.28129630296841,-70.21007119629567,rio gallegos,ar,53.6,46,40,20.8
50.472139330229,26.948758511975598,slavuta,ua,13,82,88,17.27
40.67802940654681,-100.61410392601127,north platte,us,48.2,61,1,8.05
33.58307708932841,-2.3934376375504485,nador,ma,63.1,42,92,12.75
64.83604589149587,22.69421876317864,lulea,se,30.2,74,48,5.82
-14.055444272588545,162.21745297010432,kirakira,sb,80.41,100,76,7.43
-25.22656707022587,-86.1795801561298,marcona,pe,,,,
-18.699571794855743,129.8922672340127,kununurra,au,84.2,70,75,19.46
52.01313395118282,65.54972581751386,esil,kz,17.95,76,48,2.95
60.79381123759288,-116.09188322793622,hay river,ca,35.6,47,75,9.17
-41.14646402575769,-54.29181084439806,mar del plata,ar,55.3,63,32,4.18
43.170341279741564,-14.437592806690702,muros,es,41,93,20,7.65
-32.80605884727976,178.30462077695387,ngunguru,nz,68.35,100,92,27.11
-7.254264729572398,-33.920620592427525,pitimbu,br,78.8,78,20,3.36
9.517207651460879,171.75487537831583,butaritari,ki,81.54,100,32,3.96
-27.434273828550005,128.4315441669101,yulara,au,82.4,34,0,18.34
-16.919666280139936,-67.42792806766496,viloco,bo,52.15,95,24,0.6
58.24951336798833,37.72038525987958,breytovo,ru,1.66,69,56,6.53
38.311304345405205,-18.64395361695955,camacha,pt,63.61,93,75,16.11
23.020318984002984,63.85771065626406,pasni,pk,71.59,100,8,3.96
51.09571740356765,-14.29927234445367,dingle,ie,79.6,79,12,12.01
13.121917924609988,101.49952284985494,klaeng,th,81.58,100,24,7.43
24.36196639766655,-66.54885189099798,cockburn town,tc,75.37,100,20,13.47
40.712028238034065,132.61789192163297,vrangel,ru,33.07,93,0,10
-34.27806179375294,-69.90695335975975,machali,cl,,,,
61.89623716154816,154.85204252013983,dukat,ru,53.41,65,88,8.21
5.49797224396589,76.38204484570406,manavalakurichi,in,80.6,88,20,2.24
-1.978307704258384,114.18217987217685,kualakapuas,id,74.79,97,92,3.96
30.229722251622817,139.37741552061243,shimoda,jp,53.6,76,75,2.24
54.9938860190216,-36.92057347208461,nanortalik,gl,35.91,83,32,27.34
34.72804316062958,24.100799836500215,palaiokhora,gr,,,,
-6.210172415891833,17.903502207464157,kasongo-lunda,cd,70.83,70,24,3.18
37.04979971056919,-121.80110445679492,aptos,us,52.3,81,75,3.36
5.043236697201806,52.88243049429289,eyl,so,75.37,100,76,8.32
14.87565242654513,-115.50587893037638,cabo san lucas,mx,82.4,28,40,12.75
-36.32591289888167,-91.40749310072188,lebu,cl,57.2,71,20,4.7
-37.43380485795327,-65.40116985363659,santa rosa,ar,74.92,25,32,7.76
1.9555391838822658,112.27088873436526,sibu,my,77,94,75,3.36
47.345518763673226,-142.11836916689472,sitka,us,60.88,29,0,11.01
-12.459312924523061,30.088460042080413,serenje,zm,63.54,88,8,11.79
9.222136864360664,47.721499515133786,garowe,so,66.69,88,0,7.2
65.70081836874436,-29.15457317042791,olafsvik,is,,,,
-17.355557313018664,-156.44579779870978,vaitape,pf,81.18,100,24,10.89
6.655888771158786,131.17512732639398,kloulklubed,pw,85.96,70,75,6.93
-37.94304030724499,176.27630893514208,paengaroa,nz,69.07,79,8,14.25
-11.505124101268336,26.867991985736552,kipushi,cd,63.31,99,76,3.62
-59.100656888944805,32.45367374376414,port elizabeth,za,40.17,74,1,8.05
-45.96971218697661,-43.366022305834974,rocha,uy,76.81,60,76,10.22
-16.68067774654193,-38.98893780897666,porto seguro,br,78.8,88,40,4.7
-57.113960340890266,178.9657822007395,dunedin,nz,60.97,73,36,4.18
20.115551561002434,-124.73319343392257,guerrero negro,mx,60.79,68,64,12.46
7.371272346056358,-63.09568123346888,ciudad bolivar,ve,86.89,44,0,15.82
5.171889324466278,-73.12769560971417,miraflores,co,59.58,70,64,2.39
30.81706148744513,57.36298532326251,kerman,ir,50,46,20,4.7
3.516211640304789,-19.516972598477793,goderich,sl,26.64,59,0,9.55
-11.87613387540489,-55.15612827954442,alta floresta,br,76.36,88,32,1.83
-49.16000742712581,25.406551142223265,kruisfontein,za,66.33,88,0,15.03
59.51151491764696,-165.7896656275626,bethel,us,33.8,98,90,14.99
19.089526029940217,144.83735042261935,airai,pw,76.54,73,8,1.95
40.77366882556365,-74.40854892751982,madison,us,42.17,44,1,1.39
-30.60294908340329,142.14527172693977,broken hill,au,78.93,41,24,11.56
60.328482159923624,11.898223622906244,kongsvinger,no,6.39,72,0,3.96
-44.633849842717154,163.1624138187608,te anau,nz,61.42,71,88,6.98
56.64926122809155,-87.49776493186208,attawapiskat,ca,,,,
11.651213441640508,49.44661861062204,bosaso,so,76.27,100,0,1.61
-15.543248426920456,-70.75053765085143,santa lucia,pe,50,71,0,11.41
6.160554032511399,60.57203481722584,bandarbeyla,so,77.62,100,0,5.53
-3.137422389270867,138.67247122151593,vanimo,pg,75.91,100,92,6.87
60.80718801710805,-19.370517321182007,vestmannaeyjar,is,44.73,93,76,19.06
-40.08999433798771,143.84236787592704,colac,au,60.25,75,12,11.9
-31.94773410364691,-66.41265271497598,san luis,ar,74.65,45,0,2.06
20.915530333027604,39.978033261662205,mecca,sa,78.8,50,0,2.39
57.363516091521234,154.2428241896228,sobolevo,ru,0.09,74,0,7.76
53.553721827938375,81.22454894456644,kamen-na-obi,ru,16.78,86,64,4.41
61.79096597787438,112.23136346906506,chernyshevskiy,ru,-6.62,73,12,2.51
30.967726918647813,-77.7854693710951,mount pleasant,us,71.92,60,1,3.36
24.280566799746424,46.563671043687776,riyadh,sa,62.6,39,0,2.24
45.18130185876416,157.1458251340315,severo-kurilsk,ru,21.73,100,64,19.73
-1.0114743362020704,78.84327264584482,viligili,mv,,,,
-0.07549398553906883,-28.75375480427661,touros,br,79.38,86,0,8.88
18.98850162198552,11.274547158620976,bilma,ne,65.83,20,0,6.76
66.73068210099225,-45.32091470837565,qaqortoq,gl,48.2,34,88,18.34
-6.57083791725114,40.29553606751449,sokoni,tz,65.56,96,20,5.75
9.932640001777187,75.0709471007739,chavakkad,in,78.17,88,40,3.62
7.861444638474424,-28.537320955856075,sao filipe,cv,70.29,97,0,17.38
68.04636525978353,128.58704031263431,batagay-alyta,ru,-26.65,38,32,3.18
17.788758313327932,-72.38034545965024,jacmel,ht,80.6,78,75,11.41
35.33640358093513,-119.00717198377225,bakersfield,us,47.61,55,40,16.11
28.193085239871024,-0.9221225843001832,adrar,dz,55.4,16,0,5.82
9.639957468729861,59.5827624936739,bargal,so,,,,
70.91330287668936,32.478747758597706,vardo,no,36.12,74,1,6.93
27.621243657095576,-88.10581858564025,pascagoula,us,69.55,100,1,4.7
-36.42919187756612,146.77241828633532,wodonga,au,76.8,34,80,20.8
87.81657842341957,42.5931228179756,belushya guba,ru,,,,
-26.366911812453807,-100.41924625227544,pisco,pe,71.6,78,0,19.46
-2.4439394009760207,10.989671369193815,ndende,ga,,,,
47.145867674220796,71.42537180049644,atasu,kz,21.06,81,80,8.21
30.81808060237985,100.75240274295498,yaan,cn,74.16,91,32,11.23
6.1763549109477225,-80.51687043116313,la palma,pa,75.91,67,48,2.28
24.57231110477835,29.087252982303056,tahta,eg,,,,
-45.343794620220216,131.65757819518745,port lincoln,au,66.51,80,0,22.3
-6.260528088350966,32.90224799003178,sikonge,tz,59.35,95,12,2.95
87.94246813580264,67.74585344349157,amderma,ru,,,,
26.53463220400853,-74.32771145372601,rock sound,bs,73.44,100,0,5.97
64.71857348895841,-51.17437996822491,nuuk,gl,30.2,80,0,21.92
-34.018696479579425,-49.173782416022135,rio grande,br,75.24,83,56,14.7
48.67746818761751,-120.34179760157544,princeton,ca,39.83,64,1,4.29
34.8803563987432,-5.2058492023637655,wazzan,ma,,,,
15.03043435050057,-62.92912130682137,coulihaut,dm,,,,
18.671204489886662,-82.30622045443918,george town,ky,78.85,94,75,5.19
64.48717724962046,41.52096621717729,kholmogory,ru,-0.41,77,90,4.47
22.716725066519203,118.01703679252108,chenghai,cn,64.4,77,75,4.47
57.16887368936062,90.38673713479653,novobirilyussy,ru,5.94,65,12,3.74
9.134139316677519,-23.796850369322527,praia,cv,66.2,93,40,9.17
-24.028759068724398,-39.179249214404024,armacao dos buzios,br,,,,
-12.435264092995027,-22.04554303551666,georgetown,sh,75.2,88,20,4.7
11.244082892653708,-103.59183401631988,san jeronimo,mx,48.37,83,92,1.95
42.070271948337904,80.39136046041,aksu,cn,15.8,100,0,6.71
44.34167463948708,-66.22202789617423,yarmouth,ca,28.4,92,92,13.87
60.211555962924024,-51.655875372228564,paamiut,gl,31.99,87,88,8.77
22.45733222585642,126.66812285598957,hirara,jp,72.52,78,20,9.17
59.2419483759939,-16.124498004505114,hofn,is,41.44,94,80,9.55
2.1548419004768533,50.52636209032852,hobyo,so,78.43,89,100,11.9
-8.527439154528864,-27.139722952364707,olinda,br,82.4,78,75,3.36
64.88232573458035,37.06022271937948,maloshuyka,ru,,,,
40.713149996761786,29.625176796857744,karamursel,tr,66.78,51,0,6.93
46.25569248302875,-11.210376219992582,carballo,es,41.86,93,88,3.36
39.75936790136504,29.876892179418434,bozuyuk,tr,62.31,27,0,23.04
6.095071352037365,-101.16943209518155,puerto escondido,mx,80.6,74,40,8.05
55.19826381855751,72.47871616500359,lyubinskiy,ru,17.6,72,0,8.95
-5.2888117780643,20.255509231146846,ilebo,cd,76.18,85,44,2.51
47.94866700018264,40.954861176170965,sinegorskiy,ru,43.56,95,76,14.47
6.67474931464217,29.172383463695553,tonj,sd,,,,
-10.665494628771441,132.00341967378944,nguiu,au,,,,
-35.20830182839234,146.86088186023215,wagga wagga,au,89.6,21,36,28.86
40.43021340058115,6.651855655560382,alghero,it,51.8,87,90,14.99
6.773871473225114,-111.51082452967177,san patricio,mx,85.86,61,0,4.18
0.11698424331123647,91.73547559015861,meulaboh,id,78.03,100,64,2.62
-25.2047441083064,78.2104746241015,grand river south east,mu,,,,
18.862681482650174,-9.645299923799115,nioro,ml,76.09,63,36,3.18
29.190999342123376,-64.17551755725906,hamilton,bm,60.8,59,40,19.46
-17.59277033907246,141.61148169242966,mount isa,au,89.6,38,0,4.7
33.287729012102716,-4.4057764919523095,fez,ma,56.08,58,75,31.09
1.7712499104413695,81.90087851584212,matara,lk,48.37,83,92,1.95
-19.561180467499838,144.14119587244858,charters towers,au,76.23,96,48,4.63
49.65811728173989,59.81594080479289,dombarovskiy,ru,27.49,94,80,8.1
-13.475542670930324,143.42026866176354,mareeba,au,80.6,83,75,9.17
-18.538184167261065,36.03742585103464,quelimane,mz,77,88,20,5.82
-39.14982173480144,149.1344402357252,lakes entrance,au,82.03,49,0,10.89
-38.17706893606848,144.57046359287574,clifton springs,au,32.83,58,1,3.36
17.360884303925545,-86.5477374761806,french harbor,hn,80.6,78,75,18.34
31.626217528465773,63.7919755606448,geresk,af,,,,
43.89436406090968,111.02379604034905,erenhot,cn,24.79,62,44,2.95
53.68950094095777,-91.17651496192066,sioux lookout,ca,39.92,30,40,9.17
65.4177423885148,37.667358902572346,onega,ru,-5.27,56,12,6.76
-14.718561411117946,177.02290315266538,asau,tv,,,,
0.4546423584220918,122.06865335570376,gorontalo,id,80.28,71,12,2.39
35.4692957272277,97.88817346461468,xining,cn,26.5,83,92,3.4
20.23778266608194,28.970240903831183,marawi,sd,72.4,99,12,2.62
47.87085096086858,46.81930986913568,tsagan aman,ru,32.04,86,32,14.7
-19.23647096157852,134.5749831266557,ngukurr,au,,,,
52.20992008018109,70.22309124947643,makinsk,kz,21.69,83,56,8.99
59.57866837324781,33.291698864914736,tikhvin,ru,11.92,81,64,4.74
60.05968331657965,105.22975234985148,vanavara,ru,7.69,67,64,4.74
-23.927409166395663,13.440436765838484,walvis bay,na,60.8,82,20,6.53
-29.321607909804257,-167.4685227819104,alofi,nu,84.2,74,44,8.05
-7.379705051420402,-52.81882579385899,sao felix do xingu,br,74.2,99,48,2.17
31.522514798701422,-101.46004541144202,big spring,us,75.45,23,1,9.17
46.08998556171932,-21.744207628353763,praia da vitoria,pt,62.73,98,88,15.37
2.046747953452865,20.370536659073338,binga,cd,67.14,100,12,0.94
-43.59106911551146,-32.08503607678077,laguna,br,64.4,59,90,3.36
-17.765626213223058,-61.377120262742096,san jose,bo,75.69,81,8,2.84
35.389670054250544,-149.69474391307944,kahului,us,78.64,74,40,16.11
34.120602097817454,29.628896481021684,kumluca,tr,35.91,84,76,1.39
-5.315690007929419,-78.94682634695526,san ignacio,pe,55.4,71,92,5.82
49.290963963771986,162.57852161998335,petropavlovsk-kamchatskiy,ru,21.2,41,20,26.84
-5.001655158972497,145.46410460917895,madang,pg,72.76,100,92,4.63
-16.108678519048652,-58.767607500688015,san matias,bo,73.4,53,40,6.93
-36.364874776767,157.21375325321537,nelson bay,au,91.4,43,0,17.22
2.7507265187497865,124.06116538372578,manado,id,84.2,79,20,3.36
60.534391774405265,143.35776145005343,okhotsk,ru,12.82,95,56,5.19
49.371111978440524,-91.9815690252033,atikokan,ca,37.84,57,0,7.65
-43.16875590924673,24.02351786141398,plettenberg bay,za,65.29,97,0,13.69
-6.021341964795042,-167.8187332063829,samalaeulu,ws,,,,
63.23386701909433,18.448586230205137,ornskoldsvik,se,25.41,68,32,19.46
-14.213990005823248,-25.35623678077644,sao jose da coroa grande,br,76.63,93,44,7.09
